tau,coef,se,ci_lo,ci_hi
-4,-.0083940607,.0076493877,-.02338686,.0065987394
-3,-.00035333398,.0047034887,-.0095721716,.0088655036
-2,-.0013801829,.0030319865,-.0073228762,.0045625106
-1,0,0,0,0
0,-.000048537357,.0023069142,-.0045700893,.0044730147
+1,-.0045368522,.003996226,-.012369455,.0032957504
+2,-.0092598777,.0059856749,-.0209918,.0024720447
+3,-.013874536,.0071396613,-.027868273,.0001191998
+4,-.028704729,.011295477,-.050843865,-.0065655936
